eventid,ccode,id,countryname,startdate,enddate,stday,stmo,styr,endday,endmo,endyr,duration,etype,escalation,actor1,actor2,actor3,target1,target2,cgovtarget,rgovtarget,npart,ndeath,repress,elocal,ilocal,sublocal,locnum,GISlocnum,issue1,issue2,issue3,issuenote,nsource,acdquestionable,notes,coder,latitude,longitude,geo_comments,location_precision
510042,51,42,Jamaica,1-Jan-99,1-Jan-99,1,1,1999,1,1,1999,1,9,0,Rival gang,,,Rival gang,,0,0,-99,0,0,Kingston,Kingston,1,1,1,9,,,"Shootout broke out between gangs, Labour Party member hit by stray bullet.",AP,0,,MW,17.98333,-76.8,,
510043,51,43,Jamaica,14-Jan-99,18-Jan-99,14,1,1999,18,1,1999,5,6,0,Teachers,Jamaica Teachers' Association,,Government,,1,0,5,0,0,Nationwide,Nationwide,1,7,7,2,,,Nearly all Jamaican teachers went on strike as part of Jamaica Teachers' Association demands for additional fringe benefits.,AP,0,,MW,18.25,-77.5,,
510044,51,44,Jamaica,21-Feb-99,24-Feb-99,21,2,1999,24,2,1999,4,6,0,Maritime pilots,,,Government,,1,0,2,0,0,Nationwide,Nationwide,1,7,7,2,,,Jamaica's 24 maritime pilots staged a 4 day strike to protest taxation of travel allowances and their vehicles.,AP,0,,MW,18.25,-77.5,,
510045,51,45,Jamaica,21-Mar-99,21-Mar-99,21,3,1999,21,3,1999,1,9,0,Rival gang,,,Rival gang,,0,0,2,2,0,Kingston,Kingston,1,1,1,9,,,"A three-car convoy of gunmen fired shots as part of gang feud, killing 2 and injuring 3.",AP,0,,MW,17.98333,-76.8,,
510046,51,46,Jamaica,30-Mar-99,30-Mar-99,30,3,1999,30,3,1999,1,8,0,Ben Campbell - bus driver,Accomplices of Campbell,,Police,,1,0,1,5,0,Unspecified,Unspecified,1,-99,-99,14,,,"Five men on bus engaged in shootout with police, may have been involved in robbery.",AP,0,,MW,18.2,-77.55,,
510047,51,47,Jamaica,15-Apr-99,15-Apr-99,15,4,1999,15,4,1999,1,2,0,Citizens,,,Government,,1,0,-99,0,1,Nationwide,Nationwide,1,7,7,2,,,Angry motorists blocked main roads and protests occurred in Kingston and towns across nation after gas prices were raised.,AP,0,,MW,18.25,-77.5,,
510048,51,48,Jamaica,19-Apr-99,21-Apr-99,19,4,1999,21,4,1999,3,4,1,Citizens,Jamaica Labor Party,,Government,,1,0,-99,9,2,Nationwide,Nationwide,1,7,7,2,,,"Protestors traded gunfire with police, looted, blocked roads, and threw stones at cars in response to tax hikes. JLP also held peaceful demonstration.",Both,0,,MW,18.25,-77.5,,
510049,51,49,Jamaica,25-Apr-99,25-Apr-99,25,4,1999,25,4,1999,1,1,0,Citizens,Jamaica Labor Party,,Government,,1,0,3,0,0,Kingston,Kingston,1,1,1,2,,,"Dozens participated in peaceful demonstration to protest higher taxes and gas prices, most were from Labour Party.",AP,0,,MW,17.98333,-76.8,,
510050,51,50,Jamaica,15-Jun-99,15-Jun-99,15,6,1999,15,6,1999,1,4,0,Citizens,,,Police,,1,0,3,0,1,Kitson Town,Kitson Town,1,3,3,10,,,"Rioters blocked road, burned police cars, and threw rocks at police to protest shooting of taxi driver",AP,0,,MW,18.01725,-77.0517,,
510051,51,51,Jamaica,30-Jun-99,1-Jul-99,30,6,1999,1,7,1999,2,6,0,Police,,,Government,,1,0,4,0,0,Nationwide,Nationwide,1,7,7,2,,,About 1/4 of nation's police officers called in sick to demand pay raises.,AP,0,,MW,18.25,-77.5,,
510052,51,52,Jamaica,5-Jul-99,5-Jul-99,5,7,1999,5,7,1999,1,9,0,Park Lane gang,,,One Hundred Lane gang,,0,0,-99,4,0,Kingston,Kingston,1,1,1,9,,,"4 men killed while at a home, breaking peace between 2 gangs.",AP,0,,MW,17.98333,-76.8,,
510053,51,53,Jamaica,5-Jul-99,7-Jul-99,5,7,1999,7,7,1999,3,9,0,Dunkirk and Admiral Town gangs,,,Dunkirk and Admiral Town gangs,,0,0,-99,7,0,Kingston,Kingston,1,1,1,9,,,7 killed in shootouts involving gangs in two neighborhoods.,AP,0,,MW,17.98333,-76.8,,
510054,51,54,Jamaica,6-Jul-99,6-Jul-99,6,7,1999,6,7,1999,1,9,0,Park Lane gang,,,One Hundred Lane gang,,0,0,-99,1,0,Kingston,Kingston,1,1,1,9,,,Woman killed in apparent act of retaliation for killing of 4 men previous day.,AP,0,,MW,17.98333,-76.8,,
510055,51,55,Jamaica,9-Jul-99,9-Jul-99,9,7,1999,9,7,1999,1,2,0,Citizens,,,Government,,1,0,-99,0,0,Kingston,Kingston,1,1,1,10,,,"A group protesting extradition of Vivian Blake, leader of Shower Posse gang to U.S. blocked main road with debris.",AP,0,,MW,17.98333,-76.8,,
510056,51,56,Jamaica,11-Jul-99,11-Jul-99,11,7,1999,11,7,1999,1,2,0,Citizens,,,Government,,1,0,2,0,0,Kingston,Kingston,1,1,1,10,,,Residents demonstrated to protest wave of shootings and demand more police protection in capital.,AP,0,,MW,17.98333,-76.8,,
510057,51,57,Jamaica,15-Jul-99,15-Jul-99,15,7,1999,15,7,1999,1,9,0,Group of youths,,,Mother of local gang leader,,0,0,1,-88,0,Kingston,Kingston,1,1,1,9,,,"Group of youths gang raped mother of gang leader, several later shot dead.",AFP,0,,MW,17.98333,-76.8,,
510058,51,58,Jamaica,29-Jul-99,30-Jul-99,29,7,1999,30,7,1999,2,6,0,Doctors,Junior Doctors Association,,Government,,1,0,3,0,0,Nationwide,Nationwide,1,7,7,2,,,Doctors went on strike to protest layoffs and demand new contracts.,AP,0,,MW,18.25,-77.5,,
510059,51,59,Jamaica,16-Aug-99,16-Aug-99,16,8,1999,16,8,1999,1,9,0,Attackers,,,Rose Agatha Leon - former government minister,,0,0,-99,1,0,Kingston,Kingston,1,1,1,12,,,Leon was killed in an apparent robbery at her home.,AP,0,,MW,17.98333,-76.8,,
510060,51,60,Jamaica,10-Dec-99,10-Dec-99,10,12,1999,10,12,1999,1,2,0,Journalists,Media executives,,Government,,1,0,-99,0,0,Kingston,Kingston,1,1,1,10,,,Journalists and media executives protested a bill that hinders corrpution reporting.,AP,0,,MW,17.98333,-76.8,,
510061,51,61,Jamaica,4-Jan-00,5-Jan-00,4,1,2000,5,1,2000,2,6,0,Prison guards,University and Allied Workers' Union,,Department of Correctional Services,Lt. Col. John Prescod,1,0,3,0,0,Nationwide,Nationwide,1,7,7,2,,,Prison guards staged a strike to protest poor working conditions under Prescod and renewal of his contract.,AP,0,,MW,18.25,-77.5,,
510062,51,62,Jamaica,12-Apr-00,12-Apr-00,12,4,2000,12,4,2000,1,1,0,Conurban Transit bus workers,,,Conurban Transit,Government,1,0,2,0,0,Kingston,Kingston,1,1,1,2,,,Public transit workers blocked buses from serving routes to protest Conurban tranferring routes to government.,AP,0,,MW,17.98333,-76.8,,
510063,51,63,Jamaica,17-Jan-01,17-Jan-01,17,1,2001,17,1,2001,1,8,0,Schoolchildren,,,Police station,,1,0,3,0,0,Kingston,Kingston,1,1,1,13,,,Schoolchildren pelted police station with stones after hearing their principal was detained.,AP,0,,MW,17.98333,-76.8,,
510064,51,64,Jamaica,14-Feb-01,14-Feb-01,14,2,2001,14,2,2001,1,2,0,Citizens,,,Superclubs Kingston offices,Hedonism III,0,0,-99,0,0,Kingston; Runaway Bay,Kingston,1,4,4,13,,,Demonstrations occurred outside Superclubs and Hedonism to protest nude weddings.,AP,0,,MW,17.98333,-76.8,,
510064,51,64,Jamaica,14-Feb-01,14-Feb-01,14,2,2001,14,2,2001,1,2,0,Citizens,,,Superclubs Kingston offices,Hedonism III,0,0,-99,0,0,Kingston; Runaway Bay,Runaway Bay,2,4,4,13,,,Demonstrations occurred outside Superclubs and Hedonism to protest nude weddings.,AP,0,,MW,18.45628,-77.3267,,
510065,51,65,Jamaica,14-Mar-01,14-Mar-01,14,3,2001,14,3,2001,1,7,0,Police,,,Citizens,,0,0,-99,7,0,Kingston suburb,Kingston suburb,1,2,2,11,,,"7 men killed during a police raid looking for suspects, suspicious circumstances involved.",AP,0,,MW,17.98333,-76.8,,
510066,51,66,Jamaica,4-Jun-01,4-Jun-01,4,6,2001,4,6,2001,1,9,0,Denham Town gang (area loyal to Labour Party),,,Hannah Town gang (area loyal to People's National Party),,0,0,-99,2,0,Kingston,Kingston,1,1,1,9,,,"Rival neighborhood gangs clash over killing of community leader, killing two in exchange of gunfire and firebombs.",AP,0,,MW,17.98333,-76.8,,
510067,51,67,Jamaica,7-Jul-01,10-Jul-01,7,7,2001,10,7,2001,4,7,4,Police,Jamaican Army,,Gangs,,0,0,-99,28,0,Kingston; Spanish Town; Montego Bay; Ocho Rios,Spanish Town,2,4,4,9,,,"Security forces exchanged gunfire with gangs during attempts to quell gang violence, later spread elsewhere as demonstrations and riots.",Both,0,,MW,17.98333,-76.95,,
510067,51,67,Jamaica,7-Jul-01,10-Jul-01,7,7,2001,10,7,2001,4,7,4,Police,Jamaican Army,,Gangs,,0,0,-99,28,0,Kingston; Spanish Town; Montego Bay; Ocho Rios,Kingston,1,4,4,9,,,"Security forces exchanged gunfire with gangs during attempts to quell gang violence, later spread elsewhere as demonstrations and riots.",Both,0,,MW,17.98333,-76.8,,
510067,51,67,Jamaica,7-Jul-01,10-Jul-01,7,7,2001,10,7,2001,4,7,4,Police,Jamaican Army,,Gangs,,0,0,-99,28,0,Kingston; Spanish Town; Montego Bay; Ocho Rios,Ocho Rios,4,4,4,9,,,"Security forces exchanged gunfire with gangs during attempts to quell gang violence, later spread elsewhere as demonstrations and riots.",Both,0,,MW,18.40568,-77.09673,,
510067,51,67,Jamaica,7-Jul-01,10-Jul-01,7,7,2001,10,7,2001,4,7,4,Police,Jamaican Army,,Gangs,,0,0,-99,28,0,Kingston; Spanish Town; Montego Bay; Ocho Rios,Montego Bay,3,4,4,9,,,"Security forces exchanged gunfire with gangs during attempts to quell gang violence, later spread elsewhere as demonstrations and riots.",Both,0,,MW,18.46667,-77.91666,,
510068,51,68,Jamaica,22-Jul-01,22-Jul-01,22,7,2001,22,7,2001,1,2,0,Citizens,,,Police,,1,0,4,0,0,Kingston,Kingston,1,1,1,9,,,Thousands attended funeral paid for by JLP for those killed in police raid.,AP,0,,MW,17.98333,-76.8,,
510069,51,69,Jamaica,25-Jul-01,26-Jul-01,25,7,2001,26,7,2001,2,9,0,Rival gang,,,Rival gang,,0,0,-99,4,0,Kingston,Kingston,1,1,1,9,,,Four killed in clashes between rival gangs in Denham Town neighborhood.,AP,0,,MW,17.98333,-76.8,,
510070,51,70,Jamaica,26-Jul-01,26-Jul-01,26,7,2001,26,7,2001,1,8,0,Citizens,,,Police,,1,0,-99,2,0,Kingston,Kingston,1,1,1,14,,,"Police killed a man after group of men fired on them, another killed by attackers in separate incident.",AP,0,,MW,17.98333,-76.8,,
510071,51,71,Jamaica,15-Aug-01,15-Aug-01,15,8,2001,15,8,2001,1,9,0,Gunmen,,,Citizens,,0,0,-99,2,2,Kingston,Kingston,1,1,1,9,,,"Gunmen attacked houses with firebombs in Denham Town nieghborhood, two gunmen killed by police.",AP,0,,MW,17.98333,-76.8,,
510072,51,72,Jamaica,15-Aug-01,15-Aug-01,15,8,2001,15,8,2001,1,8,0,Gunmen,,,Police,,1,0,1,2,0,Kingston,Kingston,1,1,1,14,,,Police killed two men who fired on them in Arnett Gardens neighborhood.,AP,0,,MW,17.98333,-76.8,,
510073,51,73,Jamaica,18-Aug-01,18-Aug-01,18,8,2001,18,8,2001,1,9,0,Gunmen,,,Citizens,,0,0,-99,7,0,Kingston,Kingston,1,1,1,14,,,"Seven killed in shootings, authorities could not confirm if killings were gang related.",AP,0,,MW,17.98333,-76.8,,
510074,51,74,Jamaica,7-Sep-01,7-Sep-01,7,9,2001,7,9,2001,1,9,0,Gunmen,,,Sandra Thompson - political activist with ties to opposition,,0,0,-99,1,0,Unspecified,Unspecified,1,-99,-99,14,,,Thompson was shot and killed.,AP,0,,MW,18.2,-77.55,,
510075,51,75,Jamaica,22-Sep-01,22-Sep-01,22,9,2001,22,9,2001,1,8,0,Gunmen,,,Police officer,,1,0,-99,0,0,Kingston,Kingston,1,1,1,14,,,Police officer shot and injured during a patrol.,AP,0,,MW,17.98333,-76.8,,
510076,51,76,Jamaica,30-Sep-01,30-Sep-01,30,9,2001,30,9,2001,1,8,0,Omar Wedderburn,,,Police,,1,0,1,1,0,Kingston,Kingston,1,1,1,14,,,"Wedderburn was killed after firing at police, some residents claim police killed him in his sleep.",AP,0,,MW,17.98333,-76.8,,
510077,51,77,Jamaica,1-Oct-01,1-Oct-01,1,10,2001,1,10,2001,1,9,0,Rival gang supporting Jamaica Labour Party,,,Rival gang supporting People's National Party,,0,0,-99,3,0,Kingston,Kingston,1,1,1,9,,,Gunmen killed 3 and firebombed houses in Mountain View neighborhood in fighting between gangs.,AP,0,,MW,17.98333,-76.8,,
510078,51,78,Jamaica,1-Oct-01,1-Oct-01,1,10,2001,1,10,2001,1,2,4,Citizens,,,Police,,1,0,-99,0,1,Kingston,Kingston,1,1,1,10,,,"Citizens blocked intersection to protest police shooting of Wedderburn, gunmen & police exchanged fire during incident.",AP,0,,MW,17.98333,-76.8,,
510079,51,79,Jamaica,7-Oct-01,7-Oct-01,7,10,2001,7,10,2001,1,9,0,Gunmen,,,Citizens,,0,0,-99,2,0,Kingston,Kingston,1,1,1,9,,,Gunmen in a car killed two men in area loyal to People's National Party.,AP,0,,MW,17.98333,-76.8,,
510080,51,80,Jamaica,8-Oct-01,8-Oct-01,8,10,2001,8,10,2001,1,8,0,Gunmen,,,Citizens,Police,1,0,-99,0,0,Kingston,Kingston,1,1,1,9,,,Gunmen shot two people in a drive-by before shooting at police station in neighborhoods loyal to Labour Party in retalation for previous night's shooting.,AP,0,,MW,17.98333,-76.8,,
510081,51,81,Jamaica,8-Nov-01,9-Nov-01,8,11,2001,9,11,2001,2,7,4,Police,Citizens,,Citizens,Police,0,0,-99,1,0,Savanna-La-Mar,Savanna-La-Mar,1,3,3,10,,,"Man was killed by police, sparking riots in which citizens blocked roads, torched a truck, and threw stones at police.",AP,0,,MW,18.21667,-78.13333,,
510082,51,82,Jamaica,16-Nov-01,21-Nov-01,16,11,2001,21,11,2001,6,9,0,Tel Aviv gang,,,Matthew's Lane gang,,0,0,-99,10,0,Kingston,Kingston,1,1,1,9,,,"Killing of Tel Aviv resident sparked clash between gangs from nieghboring communities, 10 killed.",AP,0,,MW,17.98333,-76.8,,
510083,51,83,Jamaica,20-Nov-01,20-Nov-01,20,11,2001,20,11,2001,1,9,0,Gunmen,,,Law office of Antonnette Haughton-Cardenas - head of newly formed United People's Party,,0,0,-99,0,0,Kingston,Kingston,1,1,1,14,,,Shot was fired into office of Haughton-Cardenas.,AP,0,,MW,17.98333,-76.8,,
510084,51,84,Jamaica,7-Dec-01,9-Dec-01,7,12,2001,9,12,2001,3,9,0,Rival gang,,,Rival gang,,0,0,-99,5,0,Kingston,Kingston,1,1,1,9,,,"Rival gangs used firebombs and exchanged gunfire in several incidents in Mountain View neighborhood, 5 killed.",AP,0,,MW,17.98333,-76.8,,
510085,51,85,Jamaica,26-Dec-01,29-Dec-01,26,12,2001,29,12,2001,4,9,0,Gunmen,,,Gunmen,,0,0,-99,14,0,Kingston,Kingston,1,1,1,9,,,14 killed in 4 days of clashes between gunmen in Mountain View neighborhood.,AP,0,,MW,17.98333,-76.8,,
510086,51,86,Jamaica,30-Dec-01,30-Dec-01,30,12,2001,30,12,2001,1,9,0,Gunmen,,,Citizens,Off-duty soldier,0,0,-99,3,0,Kingston,Kingston,1,1,1,14,,,"3 killed while playing dominoes/card games, one was off-duty soldier.",AP,0,,MW,17.98333,-76.8,,
510087,51,87,Jamaica,1-Jan-02,1-Jan-02,1,1,2002,1,1,2002,1,9,0,Gunmen,,,Gang member Glenroy Maise,,0,0,1,1,0,Kingston,Kingston,1,1,1,9,,,Maise was pulled from house in Park Lane neighborhood and shot to death.,AP,0,,MW,17.98333,-76.8,,
510088,51,88,Jamaica,3-Jan-02,3-Jan-02,3,1,2002,3,1,2002,1,9,0,Gang members,,,Citizens,,0,0,2,7,0,Kingston,Kingston,1,1,1,9,,,"7 killed in attack by gang, houses set ablaze in act of retaliation for killing of gang member Glenroy Maise.",AP,0,,MW,17.98333,-76.8,,
510089,51,89,Jamaica,19-Jan-02,19-Jan-02,19,1,2002,19,1,2002,1,9,0,Gunmen,,,Citizens,,0,0,1,2,0,Kingston,Kingston,1,1,1,14,,,"Gunmen invaded house in which wake was being held, 2 killed.",AP,0,,MW,17.98333,-76.8,,
510090,51,90,Jamaica,19-Jan-02,19-Jan-02,19,1,2002,19,1,2002,1,9,0,Citizens,,,David Walden,,0,0,2,1,0,Trelawny parish,Trelawny parish,1,6,6,9,,,Walden hacked to death by crowd after he attacked two police officers with machete and knife.,AP,0,,MW,18.35261,-77.60779,,
510091,51,91,Jamaica,24-Feb-02,24-Feb-02,24,2,2002,24,2,2002,1,6,0,Air traffic controllers,,,Government,,1,0,2,0,0,Kingston,Kingston,1,1,1,2,,,Air traffic controllers went on strike to demand new radar system.,AP,0,,MW,17.98333,-76.8,,
510092,51,92,Jamaica,12-Mar-02,12-Mar-02,12,3,2002,12,3,2002,1,1,0,Business leaders,,,Government,,1,0,2,0,0,Kingston,Kingston,1,1,1,2,,,Business leaders staged a silent protest in Parliament to oppose an electricity tax.,AP,0,,MW,17.98333,-76.8,,
510093,51,93,Jamaica,1-May-02,1-May-02,1,5,2002,1,5,2002,1,9,0,Gunmen,,,Citizens,,0,0,-99,1,0,Wilton Gardens (Kingston),Wilton Gardens (Kingston),1,1,1,14,,,3 people shot by gunmen in apparent gang violence.,AP,0,,MW,17.98333,-76.8,,
510094,51,94,Jamaica,7-May-02,7-May-02,7,5,2002,7,5,2002,1,8,0,Unidentified gunmen,,,Jamaica Defense Force,Police,1,0,-99,0,0,Wilton Gardens (Kingston),Wilton Gardens (Kingston),1,1,1,9,,,"A soldier, policeman, and teenage girl were injured in gunfire believed to be related to violence previous week.",AP,0,,MW,17.98333,-76.8,,
510095,51,95,Jamaica,1-Jul-02,1-Jul-02,1,7,2002,1,7,2002,1,8,0,Gunmen,,,Detective Cpl. Joshua Graham,,1,0,1,1,0,Kingston,Kingston,1,1,1,14,,,Graham was killed by three gunmen.,AP,0,,MW,17.98333,-76.8,,
510096,51,96,Jamaica,2-Jul-02,2-Jul-02,2,7,2002,2,7,2002,1,8,0,Gunmen,,,District Constable Nathaniel Williams,Trucker Boysie Small,1,0,1,1,0,Kingston,Kingston,1,1,1,14,,,Two gunmen entered bar and shot Williams and Small.,AP,0,,MW,17.98333,-76.8,,
510097,51,97,Jamaica,19-Aug-02,19-Aug-02,19,8,2002,19,8,2002,1,9,0,Citizen mob,Tegreray Cowell,,Bus driver Harold Collins,,0,0,-99,1,0,Kingston,Kingston,1,1,1,13,,,Collins was stabbed to death by mob after he missed Cowell's stop and a scuffle ensued.,AP,0,,MW,17.98333,-76.8,,
510098,51,98,Jamaica,19-Aug-02,19-Aug-02,19,8,2002,19,8,2002,1,6,0,Bus drivers,,,Citizen mob,,0,0,3,0,0,Kingston; St. Catherine Parish,Kingston,1,4,4,9,,,Hundreds of bus drivers went on strike to protest the killing of fellow driver Harold Collins.,AP,0,,MW,17.98333,-76.8,,
510098,51,98,Jamaica,19-Aug-02,19-Aug-02,19,8,2002,19,8,2002,1,6,0,Bus drivers,,,Citizen mob,,0,0,3,0,0,Kingston; St. Catherine parish,St. Catherine Parish,2,4,4,9,,,Hundreds of bus drivers went on strike to protest the killing of fellow driver Harold Collins.,AP,0,,MW,18.08115,-76.99364,,
510099,51,99,Jamaica,19-Aug-02,19-Aug-02,19,8,2002,19,8,2002,1,9,0,Gunman,,,Citizens on tour boat,,0,0,1,1,0,Montego Bay (2 miles off coast),Montego Bay (2 miles off coast),1,3,3,14,,,"Gunman opened fire on boat with 190 people, 1 killed.",AP,0,,MW,18.47986,-77.95667,,
510100,51,100,Jamaica,24-Sep-02,24-Sep-02,24,9,2002,24,9,2002,1,9,0,Gunmen from Southside neighborhood (Labour Party stronghold),,,Gunmen from Wildman Street neighborhood (People's National Party stronghold),,0,0,-99,0,0,Kingston,Kingston,1,1,1,10,,,Gunmen from neighborhoods supporting opposition and ruling party engaged in shootout.,AP,0,,MW,17.98333,-76.8,,
510101,51,101,Jamaica,4-Oct-02,4-Oct-02,4,10,2002,4,10,2002,1,9,0,Gunmen,,,Opposition leader Edward Seaga,,0,0,-99,0,0,Bath,Bath,1,3,3,10,,,Gunmen fired on 500-car motorcade of Seaga while on campaign tour.,AP,0,,MW,17.95578,-76.35505,,
510102,51,102,Jamaica,4-Oct-02,4-Oct-02,4,10,2002,4,10,2002,1,4,0,Labour Party members,,,Citizens,,0,0,-99,0,0,Bath,Bath,1,3,3,10,,,"In retaliation for attack on Seaga, Labour party members burned down building and attacked residents of Bath, stronghold of ruling party.",AP,0,,MW,17.95578,-76.35505,,
510103,51,103,Jamaica,4-Oct-02,4-Oct-02,4,10,2002,4,10,2002,1,8,0,Gunmen,,,Information Minister Colin Campbell,,1,0,-99,0,0,Kingston,Kingston,1,1,1,10,,,"Gunmen fired at Campbell during a campaign stop in Hermitage community, traditionally loyal to Labour Party.",AP,0,,MW,17.98333,-76.8,,
510104,51,104,Jamaica,7-Oct-02,7-Oct-02,7,10,2002,7,10,2002,1,8,0,Gunmen,,,Prime Minister P.J. Patterson,,1,0,-99,0,0,Morant Bay,Morant Bay,1,3,3,10,,,Gunmen fired on 500-car motorcade of Patterson while on campaign tour.,AP,0,,MW,17.88865,-76.38977,,
510105,51,105,Jamaica,8-Oct-02,8-Oct-02,8,10,2002,8,10,2002,1,2,0,Citizens,,,Government,,1,0,-99,0,0,Kingston,Kingston,1,1,1,14,,,Citizens erected makeshift roadblocks in Kingston after series of shootings the night before.,AP,0,,MW,17.98333,-76.8,,
510106,51,106,Jamaica,9-Oct-02,9-Oct-02,9,10,2002,9,10,2002,1,4,2,Citizens,,,Citizens,,0,0,-99,1,0,Kingston,Kingston,1,1,1,9,,,"Clashes left at least one dead, sparking protests by residents angry with recent shootings.",AP,0,,MW,17.98333,-76.8,,
510107,51,107,Jamaica,11-Oct-02,11-Oct-02,11,10,2002,11,10,2002,1,8,0,Assailants with knives,,,Jennifer Edwards - junior minister of government,,1,0,1,0,0,Kingston,Kingston,1,1,1,10,,,Edwards was wounded while campaigning by two attackers with knives.,AFP,0,,MW,17.98333,-76.8,,
510108,51,108,Jamaica,11-Oct-02,11-Oct-02,11,10,2002,11,10,2002,1,8,0,Unidentified gunmen,,,Off-duty policeman,,1,0,-99,1,0,Unspecified,Unspecified,1,-99,-99,14,,,Off-duty policeman gunned down.,AFP,0,,MW,18.2,-77.55,,
510109,51,109,Jamaica,11-Oct-02,11-Oct-02,11,10,2002,11,10,2002,1,8,0,Attacker,,,Lawmaker,,1,0,-99,1,0,Unspecified,Unspecified,1,-99,-99,14,,,Lawmaker was killed.,AFP,0,,MW,18.2,-77.55,,
510110,51,110,Jamaica,13-Oct-02,13-Oct-02,13,10,2002,13,10,2002,1,9,0,Unidentified gunmen,,,Citizens,,0,0,-99,2,0,Montego Bay,Montego Bay,1,3,3,14,,,"2 bullet-riddled bodies found after Labour Party rally, one was wearing JLP shirt.",AP,0,,MW,18.46667,-77.91666,,
510111,51,111,Jamaica,14-Oct-02,14-Oct-02,14,10,2002,14,10,2002,1,8,0,Unidentified gunmen,,,Election day workers,,1,0,-99,2,0,Kingston,Kingston,1,1,1,10,,,Two election day workers killed in Kingston.,AFP,0,,MW,17.98333,-76.8,,
510112,51,112,Jamaica,16-Oct-02,16-Oct-02,16,10,2002,16,10,2002,1,2,0,Citizens,,,Polling station,,1,0,-99,0,0,May Pen,May Pen,1,3,3,1,,,"Men took over a polling station and commandeered ballot boxes, stuffing them with marked ballots.",AFP,0,,MW,17.96667,-77.23333,,
510113,51,113,Jamaica,16-Oct-02,16-Oct-02,16,10,2002,16,10,2002,1,8,0,Unidentified gunmen,,,Auxiliary police officer working election,"Political worker attached to Jamaica Labour Party, 5 other citizens",1,0,-99,7,0,Kingston; St. Andrew,Kingston,1,4,4,10,,,Seven killed in election day violence.,AFP,0,,MW,17.98333,-76.8,,
510114,51,114,Jamaica,16-Oct-02,16-Oct-02,16,10,2002,16,10,2002,1,8,0,Unidentified gunmen,,,Auxiliary police officer working election,"Political worker attached to Jamaica Labour Party, 5 other citizens",1,0,-99,7,0,Kingston; St. Andrew,St. Andrew,2,4,4,10,,,Seven killed in election day violence.,AFP,0,,MW,18.03913,-76.75674,,
510115,51,115,Jamaica,2-Nov-02,2-Nov-02,2,11,2002,2,11,2002,1,9,0,Unidentified gunmen,,,Citizens in Hermitage community,,0,0,-99,0,0,Kingston,Kingston,1,1,1,14,,,"Four wounded in attack in which gunmen shot four in Hermitage community, stronghold of JLP.",AP,0,,MW,17.98333,-76.8,,
510116,51,116,Jamaica,3-Nov-02,3-Nov-02,3,11,2002,3,11,2002,1,9,0,Gunmen,,,"Damien White, Lester Ducket","Tom Hibbert, Anthony Brian",0,0,2,4,0,Kingston,Kingston,1,1,1,9,,,"15 armed men shot and killed 4 victims in Golden Villas, stronghold of PNP in apparent retaliation for previous night's shooting.",AP,0,,MW,17.98333,-76.8,,
510117,51,117,Jamaica,16-Nov-02,16-Nov-02,16,11,2002,16,11,2002,1,9,0,Gunmen,,,Citizens,,0,0,-99,5,0,Kingston,Kingston,1,1,1,14,,,"Gunmen opened fire outside busy market, 5 killed.",AP,0,,MW,17.98333,-76.8,,
510118,51,118,Jamaica,15-Mar-03,15-Mar-03,15,3,2003,15,3,2003,1,9,0,Police,,,Linton Rodney,Robbery suspects,0,0,-99,1,2,Bog Walk,Bog Walk,1,3,3,13,,,Rodney was killed in gunfire between police and robbery suspects who initiated shooting.,AP,0,,MW,18.10577,-77.00751,,
510119,51,119,Jamaica,16-Mar-03,16-Mar-03,16,3,2003,16,3,2003,1,2,0,Citizens,,,Police,,1,0,2,0,0,Bog Walk,Bog Walk,1,3,3,10,,,Dozens of citizens marched and created roadblocks to protest police killing of Linton Rodney.,AP,0,,MW,18.10577,-77.00751,,
510120,51,120,Jamaica,19-Mar-03,19-Mar-03,19,3,2003,19,3,2003,1,9,0,Gunmen,,,Citizens,,0,0,-99,3,0,Kingston,Kingston,1,1,1,14,,,"Gunmen exited car and opened fire outside of grocery store, 3 killed.",AP,0,,MW,17.98333,-76.8,,
510121,51,121,Jamaica,23-Mar-03,23-Mar-03,23,3,2003,23,3,2003,1,9,0,Gunmen,,,Citizens,,0,0,1,1,0,Spanish Town,Spanish Town,1,2,2,14,,,"4 armed gunmen opened fire outside crowded nightclub, killing one.",AP,0,,MW,17.98333,-76.95,,
510122,51,122,Jamaica,24-Mar-03,24-Mar-03,24,3,2003,24,3,2003,1,9,0,Police,,,Andrew Hamilton,Haniff Jagaroo,0,0,-99,2,2,Kingston,Kingston,1,1,1,9,,,Police killed two after taking gunfire from suspects of a drive-by shooting previous night.,AP,0,,MW,17.98333,-76.8,,
510123,51,123,Jamaica,2-May-03,2-May-03,2,5,2003,2,5,2003,1,4,0,Citizens,,,Vendor,Police,0,0,-99,1,2,Negril,Negril,1,3,3,14,,,"3 youths pelted vendor's shop and police with stones, police gun discharged during scuffle, killing boy.",AP,0,,MW,18.26831,-78.34724,,
510124,51,124,Jamaica,3-May-03,3-May-03,3,5,2003,3,5,2003,1,4,0,Citizens,,,Police,,1,0,3,0,0,Negril,Negril,1,3,3,10,,,"Residents protested and blocked roads, set fire to 4 buiildings in response to police killing of boy.",AP,0,,MW,18.26831,-78.34724,,
