eventid,id,ccode,countryname,startdate,enddate,duration,stday,stmo,styr,eday,emo,eyr,etype,escalation,actor1,actor2,actor3,target1,target2,cgovtarget,rgovtarget,npart,ndeath,repress,elocal,ilocal,sublocal,locnum,gislocnum,issue1,issue2,issue3,issuenote,nsource,notes,coder,acd_questionable,latitude,longitude,geo_comments,location_precision
5010325,325,501,Kenya,14-Dec-06,14-Dec-06,1,14,12,2006,14,12,2006,9,0,Pokot tribe,,,Turkana tribe,,0,0,-99,13,0,Lorengippi,Lorengippi,1,3,3,12,5,,"Pokot warrior raid the Turkana, killing 13 and taking 3300 head of cattle.",0,,CL,0,4.1187,34.1847,,no
5010326,326,501,Kenya,1-Jan-07,31-Dec-07,365,1,1,2007,31,12,2007,9,0,Tribal groups,,,Tribal groups,,0,0,-99,300,0,Mount Elgon,Mount Elgon,1,6,6,12,,,Sporadic attacks over land disputes,0,,IS,0,.55589998,34.362301,,no
5010327,327,501,Kenya,24-Jan-07,24-Jan-07,1,24,1,2007,24,1,2007,2,0,Anti-globalization activists,,,African nations,European Union,0,0,4,0,0,Nairobi,Nairobi,1,1,1,2,8,,Anti-globalization activists demonstrate to oppose trade deal between EU and African states,0,,IS,0,-1.28333,36.8167,,
5010328,328,501,Kenya,3-May-07,3-May-07,1,3,5,2007,3,5,2007,9,0,Sabaot Land Defence Forces (suspected),,,Villagers,,0,0,-99,10,0,Matisi,Matisi,1,3,3,12,,,Armed men attack a village.  Believed to be part of a land dispute in the region.,0,,IS,0,.61699998,34.700001,,
5010329,329,501,Kenya,19-May-07,2-Jun-07,15,19,5,2007,2,6,2007,9,0,Mungiki,,,Citizens,,0,0,-99,10,0,Nairobi,Nairobi,1,1,1,13,,,"Mungiki sect members kill several rivals in a wave of killings, beheadings",1,,IS,0,-1.28333,36.8167,,
5010330,330,501,Kenya,4-Jun-07,9-Jun-07,6,4,6,2007,9,6,2007,7,0,Police,,,Mungiki,,0,0,-99,38,0,Nairobi,Nairobi,1,1,1,11,,,Police raid a Nairobi slum to attack members of the Mungiki sect,0,,IS,0,-1.28333,36.8167,,
5010331,331,501,Kenya,22-Jun-07,19-Jul-07,28,22,6,2007,19,7,2007,8,0,Mungiki,,,Police,,1,0,-99,50,2,Nairobi,Nairobi,1,1,1,13,,,Mugiki sect kills several in retaliation for a police crackdown.  Weeks long battle between police and Mungiki.,1,This event is a series of attacks by Mungiki and crackdowns by police,IS,0,-1.28333,36.8167,,
5010332,332,501,Kenya,5-Aug-07,5-Aug-07,1,5,8,2007,5,8,2007,9,0,Armed men,,,Civilians,,0,0,-99,13,0,Mount Elgon region,Mount Elgon region,1,6,6,12,,,Armed men attack a trading post and steal cattle.,0,,CL,0,.55589998,34.362301,,no
5010333,333,501,Kenya,15-Aug-07,15-Aug-07,1,15,8,2007,15,8,2007,2,0,Journalists,,,Government,,1,0,3,0,0,Nairobi,Nairobi,1,1,1,10,,,Journalists stage a protest against a proposed law that would curtail press freedom,1,,IS,0,-1.28333,36.8167,,
5010334,334,501,Kenya,14-Sep-07,14-Sep-07,1,14,9,2007,14,9,2007,1,0,Muslim Human Rights Forum,,,Government,,1,0,4,0,0,Nairobi,Nairobi,1,1,1,10,,,"Muslim activists hold a demonstration to press government to stop sending terror suspects abroad, fearing torture",0,,IS,0,-1.28333,36.8167,,
5010335,335,501,Kenya,25-Sep-07,26-Sep-07,2,25,9,2007,26,9,2007,7,0,Police,,,Mungiki,,0,0,-99,12,0,Nairobi,Nairobi,1,1,1,11,,,Police raid Mungiki hideouts,1,,IS,0,-1.28333,36.8167,,
5010336,336,501,Kenya,6-Oct-07,6-Oct-07,1,6,10,2007,6,10,2007,3,0,Party of National Unity Supporters,,,Orange Democratic Movement,,0,0,-99,1,0,Vihiga,Vihiga,1,3,3,1,,,Rival parties clash ahead of polls,0,,IS,0,.092104003,34.7299,,
5010337,337,501,Kenya,24-Oct-07,31-Oct-07,8,24,10,2007,31,10,2007,6,0,Flower farm workers,,,Sher Agencies,,0,0,4,0,0,Rift valley,Rift valley,1,6,6,13,,,Workers strike after the firm operating their flower farm is sold without knowledge of labor,0,End date is approximate,IS,0,.30000001,36,,no
5010338,338,501,Kenya,27-Oct-07,28-Oct-07,2,27,10,2007,28,10,2007,9,0,Sabaot Land Defence Force,,,Civilians,,0,0,-99,6,0,Elgon region,Elgon region,1,6,6,12,,,A tribal defense force kills six people in an attack aimed at ending a government land distribution scheme.,0,,CL,0,.94999999,34.616699,,no
5010339,339,501,Kenya,28-Oct-07,28-Oct-07,1,28,10,2007,28,10,2007,7,0,Pro-government thugs,,,Raila Odinga and supporters,,0,0,-99,1,1,Meru,Meru,1,2,2,1,,,Pro-Kibaki supporters attempt to block an opposition rally,1,,IS,0,.050000001,37.650002,,
5010340,340,501,Kenya,16-Nov-07,16-Nov-07,1,16,11,2007,16,11,2007,3,0,Political parties,,,Political parties,,0,0,-99,0,1,Nationwide,Nationwide,1,7,7,1,,,Violence breaks out across the country as polls open for parliamentary primaries,1,,IS,0,.42212299,38.007301,,
5010341,341,501,Kenya,27-Nov-07,5-Dec-07,9,27,11,2007,5,12,2007,4,0,Tribal groups,,,Tribal groups,,0,0,-99,20,0,Molo,Molo,1,3,3,1,,,Attack against villagers in Molo appears to be related to campaigning,0,,IS,0,-.25,35.733299,,
5010342,342,501,Kenya,24-Dec-07,24-Dec-07,1,24,12,2007,24,12,2007,4,0,Kibaki Supporters,,,Odinga Supporters,,0,0,3,0,1,Nairobi,Nairobi,1,1,1,1,,,Fighting breaks out after campaign rally,1,,IS,0,-1.28333,36.8167,,
5010343,343,501,Kenya,27-Dec-07,27-Dec-07,1,27,12,2007,27,12,2007,4,0,Mob,,,Voter,,0,0,-99,1,0,Rongo,Rongo,1,3,3,1,,,Man is killed by a mob during the vote,1,,IS,0,-.75532401,34.599899,,
5010344,344,501,Kenya,28-Dec-07,28-Dec-07,1,28,12,2007,28,12,2007,4,0,Man,,,Another man,,0,0,1,1,0,Kisii,Kisii,1,3,3,1,,,Man is murdered at a polling station,1,,IS,0,-.68333298,34.766701,,
5010345,345,501,Kenya,29-Dec-07,20-Feb-08,54,29,12,2007,20,2,2008,4,0,Odinga supporters,,,Kibaki supporters,,1,1,-99,1500,2,"Nairobi, Migori, Kisumu, Kakamega, Eldoret, Nakuru, Mombassa, Cheptiret, Kachibora, Naivasha, Molo, Kericho, Keroka, Ainamoi",Nairobi,1,7,8,1,5,,Mob violence breaks out across the country after irregularities in election results,1,Death count  not confirmed,IS,0,-1.28333,36.8167,,
5010345,345,501,Kenya,29-Dec-07,20-Feb-08,54,29,12,2007,20,2,2008,4,0,Odinga supporters,,,Kibaki supporters,,1,1,-99,1500,2,"Nairobi, Migori, Kisumu, Kakamega, Eldoret, Nakuru, Mombassa, Cheptiret, Kachibora, Naivasha, Molo, Kericho, Keroka, Ainamoi",Migori,2,7,8,1,5,,Mob violence breaks out across the country after irregularities in election results,1,Death count  not confirmed,IS,0,-1.0666699,34.466702,,
5010345,345,501,Kenya,29-Dec-07,20-Feb-08,54,29,12,2007,20,2,2008,4,0,Odinga supporters,,,Kibaki supporters,,1,1,-99,1500,2,"Nairobi, Migori, Kisumu, Kakamega, Eldoret, Nakuru, Mombassa, Cheptiret, Kachibora, Naivasha, Molo, Kericho, Keroka, Ainamoi",Kisumu,3,7,8,1,5,,Mob violence breaks out across the country after irregularities in election results,1,Death count  not confirmed,IS,0,-.09516,34.747299,,
5010345,345,501,Kenya,29-Dec-07,20-Feb-08,54,29,12,2007,20,2,2008,4,0,Odinga supporters,,,Kibaki supporters,,1,1,-99,1500,2,"Nairobi, Migori, Kisumu, Kakamega, Eldoret, Nakuru, Mombassa, Cheptiret, Kachibora, Naivasha, Molo, Kericho, Keroka, Ainamoi",Kakamega,4,7,8,1,5,,Mob violence breaks out across the country after irregularities in election results,1,Death count  not confirmed,IS,0,.283333,34.75,,
5010345,345,501,Kenya,29-Dec-07,20-Feb-08,54,29,12,2007,20,2,2008,4,0,Odinga supporters,,,Kibaki supporters,,1,1,-99,1500,2,"Nairobi, Migori, Kisumu, Kakamega, Eldoret, Nakuru, Mombassa, Cheptiret, Kachibora, Naivasha, Molo, Kericho, Keroka, Ainamoi",Eldoret,5,7,8,1,5,,Mob violence breaks out across the country after irregularities in election results,1,Death count  not confirmed,IS,0,.51524001,35.266399,,
5010345,345,501,Kenya,29-Dec-07,20-Feb-08,54,29,12,2007,20,2,2008,4,0,Odinga supporters,,,Kibaki supporters,,1,1,-99,1500,2,"Nairobi, Migori, Kisumu, Kakamega, Eldoret, Nakuru, Mombassa, Cheptiret, Kachibora, Naivasha, Molo, Kericho, Keroka, Ainamoi",Nakuru,6,7,8,1,5,,Mob violence breaks out across the country after irregularities in election results,1,Death count  not confirmed,IS,0,-.27979001,36.069,,
5010345,345,501,Kenya,29-Dec-07,20-Feb-08,54,29,12,2007,20,2,2008,4,0,Odinga supporters,,,Kibaki supporters,,1,1,-99,1500,2,"Nairobi, Migori, Kisumu, Kakamega, Eldoret, Nakuru, Mombassa, Cheptiret, Kachibora, Naivasha, Molo, Kericho, Keroka, Ainamoi",Mombassa,7,7,8,1,5,,Mob violence breaks out across the country after irregularities in election results,1,Death count  not confirmed,IS,0,-4.0500002,39.666698,,
5010345,345,501,Kenya,29-Dec-07,20-Feb-08,54,29,12,2007,20,2,2008,4,0,Odinga supporters,,,Kibaki supporters,,1,1,-99,1500,2,"Nairobi, Migori, Kisumu, Kakamega, Eldoret, Nakuru, Mombassa, Cheptiret, Kachibora, Naivasha, Molo, Kericho, Keroka, Ainamoi",Cheptiret,8,7,8,1,5,,Mob violence breaks out across the country after irregularities in election results,1,Death count  not confirmed,IS,0,.20100001,35.214802,,
5010345,345,501,Kenya,29-Dec-07,20-Feb-08,54,29,12,2007,20,2,2008,4,0,Odinga supporters,,,Kibaki supporters,,1,1,-99,1500,2,"Nairobi, Migori, Kisumu, Kakamega, Eldoret, Nakuru, Mombassa, Cheptiret, Kachibora, Naivasha, Molo, Kericho, Keroka, Ainamoi",Kachibora,9,7,8,1,5,,Mob violence breaks out across the country after irregularities in election results,1,Death count  not confirmed,IS,0,.58560002,35.131599,,
5010345,345,501,Kenya,29-Dec-07,20-Feb-08,54,29,12,2007,20,2,2008,4,0,Odinga supporters,,,Kibaki supporters,,1,1,-99,1500,2,"Nairobi, Migori, Kisumu, Kakamega, Eldoret, Nakuru, Mombassa, Cheptiret, Kachibora, Naivasha, Molo, Kericho, Keroka, Ainamoi",Naivasha,10,7,8,1,5,,Mob violence breaks out across the country after irregularities in election results,1,Death count  not confirmed,IS,0,-.720236,36.428501,,
5010345,345,501,Kenya,29-Dec-07,20-Feb-08,54,29,12,2007,20,2,2008,4,0,Odinga supporters,,,Kibaki supporters,,1,1,-99,1500,2,"Nairobi, Migori, Kisumu, Kakamega, Eldoret, Nakuru, Mombassa, Cheptiret, Kachibora, Naivasha, Molo, Kericho, Keroka, Ainamoi",Molo,11,7,8,1,5,,Mob violence breaks out across the country after irregularities in election results,1,Death count  not confirmed,IS,0,-.25,35.733299,,
5010345,345,501,Kenya,29-Dec-07,20-Feb-08,54,29,12,2007,20,2,2008,4,0,Odinga supporters,,,Kibaki supporters,,1,1,-99,1500,2,"Nairobi, Migori, Kisumu, Kakamega, Eldoret, Nakuru, Mombassa, Cheptiret, Kachibora, Naivasha, Molo, Kericho, Keroka, Ainamoi",Kericho,12,7,8,1,5,,Mob violence breaks out across the country after irregularities in election results,1,Death count  not confirmed,IS,0,-.36606199,35.281799,,
5010345,345,501,Kenya,29-Dec-07,20-Feb-08,54,29,12,2007,20,2,2008,4,0,Odinga supporters,,,Kibaki supporters,,1,1,-99,1500,2,"Nairobi, Migori, Kisumu, Kakamega, Eldoret, Nakuru, Mombassa, Cheptiret, Kachibora, Naivasha, Molo, Kericho, Keroka, Ainamoi",Keroka,13,7,8,1,5,,Mob violence breaks out across the country after irregularities in election results,1,Death count  not confirmed,IS,0,-.774225,34.9454,,
5010345,345,501,Kenya,29-Dec-07,20-Feb-08,54,29,12,2007,20,2,2008,4,0,Odinga supporters,,,Kibaki supporters,,1,1,-99,1500,2,"Nairobi, Migori, Kisumu, Kakamega, Eldoret, Nakuru, Mombassa, Cheptiret, Kachibora, Naivasha, Molo, Kericho, Keroka, Ainamoi",Ainamoi,14,7,8,1,5,,Mob violence breaks out across the country after irregularities in election results,1,Death count  not confirmed,IS,0,-.30000001,35.283298,,
5010346,346,501,Kenya,20-Feb-08,20-Feb-08,1,20,2,2008,20,2,2008,4,0,Slum residents,,,Police,,1,0,3,0,1,Nairobi,Nairobi,1,1,1,13,,,Riots break out after police begin arresting people with unpaid rents in a Nairobi slum,1,,IS,0,-1.28333,36.8167,,
5010347,347,501,Kenya,3-Mar-08,3-Mar-08,1,3,3,2008,3,3,2008,9,0,Sabaot Land Defence Force,,,Villagers,,0,0,2,15,0,Embakasi,Embakasi,1,3,3,12,,,Armed men attack villagers in an apparent land dispute,1,,IS,0,-1.3,36.916698,,
5010348,348,501,Kenya,5-Mar-08,3-Apr-08,30,5,3,2008,3,4,2008,7,0,Police,,,Sabaot Land Defence Force,,0,0,-99,13,0,Trans Nzoia and Mount Elgon Districts,Trans Nzoia,1,6,6,11,,,Government launches assault on group suspected of killings,0,,IS,0,.5,35,,no
5010348,348,501,Kenya,5-Mar-08,3-Apr-08,30,5,3,2008,3,4,2008,7,0,Police,,,Sabaot Land Defence Force,,0,0,-99,13,0,Trans Nzoia and Mount Elgon Districts,Mount Elgon,2,6,6,11,,,Government launches assault on group suspected of killings,0,,IS,0,.55589998,34.362301,,no
5010349,349,501,Kenya,6-Mar-08,6-Mar-08,1,6,3,2008,6,3,2008,9,0,Pokot tribesmen,,,Turkana tribesmen,,0,0,-99,2,0,Kitale,Kitale,1,3,3,13,,,Rival tribes fight over location of internal border,0,,IS,0,1.01667,35,,
5010350,350,501,Kenya,6-Mar-08,10-Mar-08,5,6,3,2008,10,3,2008,4,0,Kikuyus,,,Turkana,,0,0,-99,14,0,"Soilo, Muhotetu (in Laikipia West district)",Soilo,1,5,5,13,,,Rioting erupts after the murder of a woman,1,,IS,0,.26666701,36.966702,,
5010350,350,501,Kenya,6-Mar-08,10-Mar-08,5,6,3,2008,10,3,2008,4,0,Kikuyus,,,Turkana,,0,0,-99,14,0,"Soilo, Muhotetu (in Laikipia West district)",Muhotetu,2,5,5,13,,,Rioting erupts after the murder of a woman,1,,IS,0,.41666999,36.75,somewhere in Laikipia district,no
5010351,351,501,Kenya,18-Mar-08,20-Mar-08,3,18,3,2008,20,3,2008,9,0,Turkana raiders,,,Pokot cattle keepers,,0,0,-99,25,0,"Amayo, Lugodi",Amayo,1,5,5,12,5,,Ethnic groups clash over cattle in a series of battles.,1,,CL,0,1.41667,35.25,location estimated,no
5010351,351,501,Kenya,18-Mar-08,20-Mar-08,3,18,3,2008,20,3,2008,9,0,Turkana raiders,,,Pokot cattle keepers,,0,0,-99,25,0,"Amayo, Lugodi",Lugodi,2,5,5,12,5,,Ethnic groups clash over cattle in a series of battles.,1,,CL,0,1.41667,35.25,location estimated,no
5010352,352,501,Kenya,8-Apr-08,10-Apr-08,3,8,4,2008,10,4,2008,2,4,Odinga supporters,,,Government,,1,0,3,0,1,Nairobi,Nairobi,1,1,1,1,,,Protest erupt over delays in unveiling a coalition government,1,,IS,0,-1.28333,36.8167,,
5010353,353,501,Kenya,14-Apr-08,15-Apr-08,2,14,4,2008,15,4,2008,8,0,Mungiki,,,Police,,1,0,-99,13,2,"Nairobi, Nakuru, Naivasha, Eldoret, Thika, Muranga",Nairobi,1,7,8,13,,,Mungiki begin to attack police after wife of their leader is killed,0,,IS,0,-1.28333,36.8167,,
5010353,353,501,Kenya,14-Apr-08,15-Apr-08,2,14,4,2008,15,4,2008,8,0,Mungiki,,,Police,,1,0,-99,13,2,"Nairobi, Nakuru, Naivasha, Eldoret, Thika, Muranga",Nakuru,2,7,8,13,,,Mungiki begin to attack police after wife of their leader is killed,0,,IS,0,-.27979001,36.069,,
5010353,353,501,Kenya,14-Apr-08,15-Apr-08,2,14,4,2008,15,4,2008,8,0,Mungiki,,,Police,,1,0,-99,13,2,"Nairobi, Nakuru, Naivasha, Eldoret, Thika, Muranga",Naivasha,3,7,8,13,,,Mungiki begin to attack police after wife of their leader is killed,0,,IS,0,-.720236,36.428501,,
5010353,353,501,Kenya,14-Apr-08,15-Apr-08,2,14,4,2008,15,4,2008,8,0,Mungiki,,,Police,,1,0,-99,13,2,"Nairobi, Nakuru, Naivasha, Eldoret, Thika, Muranga",Eldoret,4,7,8,13,,,Mungiki begin to attack police after wife of their leader is killed,0,,IS,0,.51524001,35.266399,,
5010353,353,501,Kenya,14-Apr-08,15-Apr-08,2,14,4,2008,15,4,2008,8,0,Mungiki,,,Police,,1,0,-99,13,2,"Nairobi, Nakuru, Naivasha, Eldoret, Thika, Muranga",Thika,5,7,8,13,,,Mungiki begin to attack police after wife of their leader is killed,0,,IS,0,-1.0493799,37.092899,,
5010353,353,501,Kenya,14-Apr-08,15-Apr-08,2,14,4,2008,15,4,2008,8,0,Mungiki,,,Police,,1,0,-99,13,2,"Nairobi, Nakuru, Naivasha, Eldoret, Thika, Muranga",Muranga,6,7,8,13,,,Mungiki begin to attack police after wife of their leader is killed,0,,IS,0,.718889,37.149399,,
5010354,354,501,Kenya,16-Apr-08,18-Apr-08,3,16,4,2008,18,4,2008,9,0,Bandits,,,Civilians,,0,0,-99,5,0,Mount Kulal area,Mount Kulal,1,6,6,12,,,Bandits steal cattle and kill five people over two days.,0,,CL,0,2.7291701,36.923302,cannot find,no
5010355,355,501,Kenya,24-Apr-08,28-Apr-08,5,24,4,2008,28,4,2008,6,0,Prison workers,,,Government,,1,0,4,0,0,Nationwide,Nationwide,1,7,7,2,,,Prison workers strike over pay,1,,IS,0,.42212299,38.007301,,
5010356,356,501,Kenya,29-Apr-08,29-Apr-08,1,29,4,2008,29,4,2008,9,0,Sabaot Land Defence Force,,,Unknown civilians,,0,0,-99,6,0,Mount Elgon,Mount Elgon,1,6,6,14,,,"6 bodies found, SLDF suspected of responsibility",0,,IS,0,.55589998,34.362301,,no
5010357,357,501,Kenya,21-May-08,21-May-08,1,21,5,2008,21,5,2008,4,0,Angry mob,,,Witches,,0,0,3,11,0,"Kekero, Matembe (Kisii Central District)",Kekero,1,5,5,13,,,"Witches are killed, accoused of making bright children dumb",1,,IS,0,-.50161999,34.9744,location estimated,no
5010357,357,501,Kenya,21-May-08,21-May-08,1,21,5,2008,21,5,2008,4,0,Angry mob,,,Witches,,0,0,3,11,0,"Kekero, Matembe (Kisii Central District)",Matembe,2,5,5,13,,,"Witches are killed, accoused of making bright children dumb",1,,IS,0,-.52999997,34.580002,,
5010358,358,501,Kenya,31-May-08,31-May-08,1,31,5,2008,31,5,2008,1,0,National Council of Community Based Organizations,,,Government,,1,0,3,0,1,Nairobi,Nairobi,1,1,1,3,,,"Community groups protest rising food prices, demand government assistance",0,,IS,0,-1.28333,36.8167,,
5010359,359,501,Kenya,30-Jun-08,30-Jun-08,1,30,6,2008,30,6,2008,2,0,Farmers,,,Government,,1,0,4,0,0,Narok,Narok,1,3,3,2,3,,Farmers protest government decision to lower wheat import duty,0,,IS,0,-1.15,35.450001,,
5010360,360,501,Kenya,16-Jul-08,16-Jul-08,1,16,7,2008,16,7,2008,9,0,Raiders,,,Civilians,,0,0,-99,5,0,Soito Kikuyu,Soito Kikuyu,1,3,3,12,,,Raiders kill five and steal 200 cattle.,0,,CL,0,1.84246,36.996498,,no
5010361,361,501,Kenya,19-Jul-08,20-Jul-08,2,19,7,2008,20,7,2008,4,0,Students,,,Education Ministry,,1,0,-99,0,0,Unknown,Unknown,1,-99,-99,7,,,Students riot at 20 schools to demand better conditions and management,0,,IS,0,-.077877,37.507301,,
5010362,362,501,Kenya,8-Sep-08,8-Sep-08,1,8,9,2008,8,9,2008,9,8,Somali raiders,,,Civilians,Police,1,0,-99,5,0,Mandera,Mandera,1,3,3,12,,,"Somali raiders attack a camp, killing three civilians and two police and steal arms and ammunition.",0,,CL,0,3.93454,41.8606,,
5010363,363,501,Kenya,16-Sep-08,16-Sep-08,1,16,9,2008,16,9,2008,9,0,Garre clan,,,Merrile clan,,0,0,-99,15,0,Near the Somali border,Near the Somali border,1,6,6,12,5,,Clans clash over cattle rustling.,0,,CL,0,1.98666,40.729099,,no
5010364,364,501,Kenya,10-Nov-08,10-Nov-08,1,10,11,2008,10,11,2008,9,0,Somali gunmen,,,Catholic nuns,,0,0,-99,0,0,El Wak,El Wak,1,3,3,14,,,Gunmen from Somalia abduct two nuns and take them back into Somalia.,1,,CL,0,2.4851999,40.560501,,
5010365,365,501,Kenya,10-Dec-08,12-Dec-08,3,10,12,2008,12,12,2008,1,0,Electoral commision workers,,,Government,,1,0,3,0,0,Unknown,Unknown,1,-99,-99,13,,,Electoral commission employees go on hunger strike to protest government moves to disband the body,0,End date is approximate,IS,0,-.077877,37.507301,,
5010366,366,501,Kenya,12-Dec-08,12-Dec-08,1,12,12,2008,12,12,2008,2,0,Journalists,Human rights activists,,Government,,1,0,2,0,1,Nairobi,Nairobi,1,1,1,10,,,"Journalists, others stage a protest to oppose a new media bill",0,,IS,0,-1.28333,36.8167,,
5010367,367,501,Kenya,9-Jan-09,9-Jan-09,1,9,1,2009,9,1,2009,2,0,Muslims,,,Israeli government,,0,0,3,0,1,Nairobi,Nairobi,1,1,1,6,8,,Muslims protest Israel's deadly raids in the Gaza Strip,0,,ES,0,-1.28333,36.8167,,
5010368,368,501,Kenya,19-Jan-09,29-Jan-09,11,19,1,2009,29,1,2009,6,4,Teachers,,,Government,,1,0,6,0,1,Nationwide,Nationwide,1,7,7,2,3,,"Public school teachers strike, demanding higher wages",1,,ES,0,.42212299,38.007301,,
5010369,369,501,Kenya,5-Mar-09,6-Mar-09,2,5,3,2009,6,3,2009,4,0,Students,,,Police,,1,0,-99,1,2,Nairobi,Nairobi,1,1,1,10,,,Students clash with police after failing to hand over the bodies of slain activists,1,,ES,0,-1.28333,36.8167,,
5010370,370,501,Kenya,5-Mar-09,5-Mar-09,1,5,3,2009,5,3,2009,8,0,Mungiki sect,,,Government,,1,0,-99,4,1,Nationwide,Nationwide,1,7,7,10,,,"A Kenyan religious sect/gang riots, protesting the alleged existence of police death squads",1,The four killed were members of the sect that died when other citizens fought back,ES,0,.42212299,38.007301,,
5010371,371,501,Kenya,10-Mar-09,10-Mar-09,1,10,3,2009,10,3,2009,2,4,Students,,,Government,,1,0,4,0,1,Nairobi,Nairobi,1,1,1,10,,,Students' protest over slaying of activists turns into violent riot,0,,ES,0,-1.28333,36.8167,,
5010372,372,501,Kenya,20-Apr-09,21-Apr-09,2,20,4,2009,21,4,2009,4,0,Villagers,,,Mungiki sect,,0,0,-99,29,1,Gathaithi,Gathaithi,1,3,3,9,,,Villagers clash with members of the Mungiki sect over extortion,1,,ES,0,-.51666701,37.200001,,no
5010373,373,501,Kenya,30-Apr-09,6-May-09,7,30,4,2009,6,5,2009,1,0,Women's Development Organization,,,Government,,1,0,-99,0,0,Nationwide,Nationwide,1,7,7,10,,,Kenyan women abstain from sex for a week to protest rift between President and Prime Minister,1,,ES,0,.42212299,38.007301,,
5010374,374,501,Kenya,11-Jun-09,11-Jun-09,1,11,6,2009,11,6,2009,2,0,Slum residents,,,Government,,1,0,3,0,0,Nairobi,Nairobi,1,1,1,3,,,"Slum residents protest, demanding the government remedy their poor living conditions",0,,ES,0,-1.28333,36.8167,,
5010375,375,501,Kenya,13-Aug-09,13-Aug-09,1,13,8,2009,13,8,2009,4,0,Massai pastoralists,,,Flower farmers,,0,0,-99,0,1,Lake Naivasha,Lake Naivasha,1,3,3,13,,,Massai pastoralists riot and attack flower farmers after a local boy drowns in an irrigation channel,1,,ES,0,-.46020001,36.213501,,
5010376,376,501,Kenya,14-Aug-09,16-Aug-09,3,14,8,2009,16,8,2009,6,0,Airline workers,,,Government,,1,0,-99,0,1,Nationwide,Nationwide,1,7,7,2,,,"Airline workers strike, demanding large pay increases.  Union officials are arrested.",1,,ES,0,.42212299,38.007301,,
5010377,377,501,Kenya,1-Sep-09,1-Sep-09,1,1,9,2009,1,9,2009,2,0,Taxi drivers,,,Government,,1,0,3,0,0,Nairobi,Nairobi,1,1,1,9,,,"Taxi drivers protest a local spree of violence against them, alleging the involvement of the Mungiki sect",0,,ES,0,-1.28333,36.8167,,
5010378,378,501,Kenya,26-Oct-09,26-Oct-09,1,26,10,2009,26,10,2009,4,0,Villagers,,,Mungiki sect,,0,0,-99,2,0,Karatina,Karatina,1,3,3,9,,,Villagers attack and kill members of the Mungiki sect,1,,ES,0,-.48143801,37.128502,,
5010379,379,501,Kenya,15-Jan-10,15-Jan-10,1,15,1,2010,15,1,2010,2,4,Muslims,,,Government,,1,0,2,5,2,Nairobi,Nairobi,1,1,1,6,,,Muslims protest against the detaining of a radical Jamaican cleric.,1,,ES,0,-1.28333,36.8167,,
5010380,380,501,Kenya,11-Mar-10,11-Mar-10,1,11,3,2010,11,3,2010,9,0,Mungiki sect members,,,Motorcycle taxi drivers,,0,0,-99,7,2,Nairobi,Nairobi,1,1,1,12,,,"Members of the Mungiki sect attack motorcycle taxi drivers for failing to pay taxes.  Police attack the Mungiki sect, killing 7.",1,,ES,0,-1.28333,36.8167,,
5010381,381,501,Kenya,30-Mar-10,30-Mar-10,1,30,3,2010,30,3,2010,8,0,Somali insurgents,,,Soldiers,,1,0,-99,0,1,Liboi,Liboi,1,3,3,9,,,Somali insurgents attack a Kenyan paramilitary security camp.,1,,ES,0,.35099,40.874802,,
5010382,382,501,Kenya,6-May-10,6-May-10,1,6,5,2010,6,5,2010,9,0,Unknown gunmen,,,Saudi diplomat,,0,0,1,0,0,Nairobi,Nairobi,1,1,1,9,,,Unknown gunmen attack a Saudi gunman.,1,,ES,0,-1.28333,36.8167,,
5010383,383,501,Kenya,12-May-10,12-May-10,1,12,5,2010,12,5,2010,2,0,Massai tribesmen,,,Government,,1,0,3,0,0,Naivasha,Naivasha,1,3,3,4,,,"Massai tribesmen protest the drilling of four geothermal wells, citing environmental and health damage.",1,,ES,0,-.720236,36.428501,,
5010384,384,501,Kenya,28-May-10,28-May-10,1,28,5,2010,28,5,2010,9,0,Somali insurgents,,,Kenyan villagers,,0,0,-99,0,0,Dadajabula,Dadajabula,1,3,3,12,,,Somali insurgents attack a Kenyan village.,1,,ES,0,.76004899,40.836201,,no
5010385,385,501,Kenya,13-Jun-10,13-Jun-10,1,13,6,2010,13,6,2010,2,9,Citizens,Unknown attackers,,Government,,1,0,4,6,1,Nairobi,Nairobi,1,1,1,1,9,,Unknown attackers set bombs at a political rally protesting the new constitution.,1,,ES,0,-1.28333,36.8167,,
5010386,386,501,Kenya,18-Oct-10,18-Oct-10,1,18,10,2010,18,10,2010,7,0,Police,,,Mungiki sect,,0,0,-99,1,0,Nairobi,Nairobi,1,1,1,9,,,"Kenyan police ambush members of the Mungiki sect, killing one.",0,,ES,0,-1.28333,36.8167,,
5010387,387,501,Kenya,20-Dec-10,20-Dec-10,1,20,12,2010,20,12,2010,9,0,Suspected Somali insurgents,,,Kenyans,,0,0,-99,1,0,Nairobi,Nairobi,1,1,1,9,,,"Suspected Somali insurgents bomb a downtown bus station, killing one.",1,,ES,0,-1.28333,36.8167,,
5010388,388,501,Kenya,19-Apr-11,19-Apr-11,1,19,4,2011,19,4,2011,2,0,Protesters,,,Government,,1,0,3,0,0,Nairobi,Nairobi,1,1,1,3,,,A small protest near parliament over food price increases.,1,,CL,0,-1.28333,36.8167,,
